{'cname': '北京中天远建筑工程有限公司', 'corcode': '91110109MA019HWA91', 'cid': '002105291241581606'}
{'cname': '北京桉迈捷建筑装饰工程有限公司', 'corcode': '91110116MA008FRF67', 'cid': '002212222154448433'}
{'cname': '威灵顿管理咨询（北京）有限公司', 'corcode': '911101055712006555', 'cid': '002212222154448436'}
{'cname': '北京中机盛世科技有限公司', 'corcode': '91110108672821012Q', 'cid': '002212292157450664'}
{'cname': '北京华科软科技有限公司', 'corcode': '91110108717764040M', 'cid': '002301102027456189'}
{'cname': '方舟基业（北京）工程咨询有限公司', 'corcode': '91110102MABWK2PU5F', 'cid': '002301062024455325'}
{'cname': '名科（北京）科学技术有限公司', 'corcode': '91110105MA01REB11T', 'cid': '002301052026454536'}
{'cname': '北京盾安天成安全科技有限公司', 'corcode': '91110115681209597P', 'cid': '002105291258788070'}
{'cname': '北京晟通耀达建筑工程有限公司', 'corcode': '91110113MA01Q4DF6N', 'cid': '002105291258788071'}
{'cname': '北京超薪创艺科技有限公司', 'corcode': '91110113MA017DAD1H', 'cid': '002105291258788072'}
{'cname': '北京美亿博雅商业管理服务有限公司', 'corcode': '91110113MA0192Q24Y', 'cid': '002105291258788073'}
{'cname': '兴轩建设（北京）有限公司', 'corcode': '91110109MA01PD8B04', 'cid': '002105291258788074'}
{'cname': '中业志成（北京）建设有限公司', 'corcode': '91110109MA01NAER07', 'cid': '002105291258788077'}
{'cname': '北京盛德建设工程有限公司', 'corcode': '91110114MA01NMJY20', 'cid': '002105291258788079'}
{'cname': '北京中固鼎盛建设工程有限公司', 'corcode': '91110109MA01N6Y49B', 'cid': '002105291258788083'}
{'cname': '北京久融建设集团有限公司', 'corcode': '9111010606494000XF', 'cid': '002105291258795656'}
{'cname': '北京旭升馨业建筑科技有限公司', 'corcode': '91110117MA01MJ069L', 'cid': '002105291258795662'}
{'cname': '北京德耀润建设工程有限公司', 'corcode': '91110109MA01N6HC6G', 'cid': '002105291258796695'}
{'cname': '中涵永胜建设（北京）有限公司', 'corcode': '91110109MA01J5QP5A', 'cid': '002105291258796698'}
{'cname': '北京中筑弘远建筑工程有限公司', 'corcode': '91110109MA01MAFE59', 'cid': '002105291258796709'}
{'cname': '北京铁顺达建筑工程有限公司', 'corcode': '91110116680474233K', 'cid': '002105291258789135'}
{'cname': '北京华城伟业智能科技有限公司', 'corcode': '911101120592404124', 'cid': '002105291258789829'}
{'cname': '北京冰力科技有限公司', 'corcode': '91110106357930200U', 'cid': '002105291254728969'}
{'cname': '北京三众瑞普科技有限公司', 'corcode': '91110108306668556A', 'cid': '002105291254728970'}
{'cname': '北京凯胜达建筑工程有限公司', 'corcode': '9111010734833081XU', 'cid': '002105291254728971'}
{'cname': '北京中电华安科技有限公司', 'corcode': '91110116765531081B', 'cid': '002105291254728973'}
{'cname': '北京中联弘毅建设工程有限公司', 'corcode': '91110111MA01MQRT8Q', 'cid': '002105291254728975'}
{'cname': '北京艾思合众环保科技有限公司', 'corcode': '911101085768554903', 'cid': '002105291254728976'}
{'cname': '北京森皓建筑工程有限公司', 'corcode': '91110111MA01MT9D06', 'cid': '002105291254728977'}
{'cname': '北京大洋建筑装饰工程有限公司', 'corcode': '91110116MA019EN52J', 'cid': '002105291254728978'}
{'cname': '北京天邦亿建筑劳务有限公司', 'corcode': '91110111MA01N6GA3B', 'cid': '002105291254728979'}
{'cname': '北京颐和工程监理有限责任公司', 'corcode': '91110108700263338W', 'cid': '002105291248699911'}
{'cname': '北京志鸿机电安装工程有限公司', 'corcode': '91110114MA01K7XKXA', 'cid': '002105291249702000'}
{'cname': '北京鲁班到家装饰工程有限公司', 'corcode': '91110112780242587W', 'cid': '002105291248700588'}
{'cname': '北京纬创资通科技有限公司', 'corcode': '91110108790674252J', 'cid': '002105291248700590'}
{'cname': '北京阳光天宇劳务分包有限公司', 'corcode': '91110116590697513K', 'cid': '002105291249703866'}
{'cname': '北京十羽建筑装饰设计工程有限公司', 'corcode': '91110106681981165W', 'cid': '002105291249703867'}
{'cname': '北京怀威建筑工程有限公司', 'corcode': '91110109MA7G0K3246', 'cid': '002206172012335276'}
{'cname': '北京卓安诚建筑工程有限公司', 'corcode': '91110109MA7EUKYL9D', 'cid': '002205182016319088'}
{'cname': '北京晶路通电气设备安装有限公司', 'corcode': '91110114764223095L', 'cid': '002206232016338381'}
{'cname': '北京泽欣建筑工程有限公司', 'corcode': '91110109MA7FJDXA4F', 'cid': '002206172012335283'}
{'cname': '北京中科新东建筑工程有限公司', 'corcode': '91110109MABLJ5WP1R', 'cid': '002206172012335284'}
{'cname': '北京中创泰辉建设有限公司', 'corcode': '91110109MA7GDUAHX9', 'cid': '002206172012335285'}
{'cname': '中胜福泰（北京）建设有限公司', 'corcode': '91110109MA7JNDR18J', 'cid': '002206172012335286'}
{'cname': '中亿建安（北京）建设有限公司', 'corcode': '91110109MA7HMPTK13', 'cid': '002206172012335287'}
{'cname': '中冠世嘉（北京）建设有限公司', 'corcode': '91110109MA7JDR0W32', 'cid': '002206172012335277'}
{'cname': '北京开航建设有限公司', 'corcode': '91110109MA7HCY7D47', 'cid': '002206172012335280'}
{'cname': '北京国电互联科技有限公司', 'corcode': '91110108MA00FBP40L', 'cid': '002205312010326482'}
{'cname': '北京清城睿现数字科技研究院有限公司', 'corcode': '91110108078503054B', 'cid': '002205312010326483'}
{'cname': '中鸿博铭（北京）建筑有限公司', 'corcode': '91110109MA7KL8WD4J', 'cid': '002206102015331501'}
{'cname': '中敬政跃（北京）建筑工程有限公司', 'corcode': '91110114MA7N4T7U1M', 'cid': '002206232016338383'}
{'cname': '北京碧海通环保设备有限公司', 'corcode': '911101140985282834', 'cid': '002205312010326496'}
{'cname': '北京金万科装饰工程有限公司', 'corcode': '91110114802660043F', 'cid': '002105291254725098'}
{'cname': '北京新兴嘉诚建设有限责任公司', 'corcode': '91110109MA01MQYPX7', 'cid': '002105291254761845'}
{'cname': '北京鲁东泰和工程建设有限公司', 'corcode': '91110109MA01M93H0H', 'cid': '002105291254761850'}
{'cname': '北京通三江达四海建筑有限公司', 'corcode': '91110109MA01M9EW3L', 'cid': '002105291254761851'}
{'cname': '北京金晟宏昌建筑工程有限公司', 'corcode': '91110114MA01ML2M8F', 'cid': '002105291254761853'}
{'cname': '中海恒安（北京）建设有限公司', 'corcode': '91110109MA01N7QQ09', 'cid': '002105291254761863'}
{'cname': '北京联创思源测控技术有限公司', 'corcode': '91110108696317072J', 'cid': '002105291255772872'}
{'cname': '中建弘泰建设工程有限公司', 'corcode': '91110111339683584M', 'cid': '002105291255772877'}
{'cname': '北京通翔宇交通设施有限责任公司', 'corcode': '91110106762192256C', 'cid': '002105291254762931'}
{'cname': '北京都成建筑工程有限公司', 'corcode': '91110111MA009PN19A', 'cid': '002105291254762932'}
{'cname': '北京元浩盛世建筑装饰工程有限公司', 'corcode': '91110111MA01LJQJ5E', 'cid': '002105291255772889'}
{'cname': '北京奥龙建筑集团有限公司', 'corcode': '911101178029622792', 'cid': '002105291254720223'}
{'cname': '中新华宇（北京）建筑工程有限公司', 'corcode': '91110109MA01NKAK5T', 'cid': '002105291254763618'}
{'cname': '北京博楚伟业建筑有限公司', 'corcode': '91110109MA01ML9H16', 'cid': '002105291254763620'}
{'cname': '北京新港建筑装饰有限公司', 'corcode': '91110114318379591A', 'cid': '002105291254763630'}
{'cname': '北京全汇兴电力设计有限公司', 'corcode': '91110112699646875C', 'cid': '002105291241602218'}
{'cname': '新海创嘉美（北京）工程科技有限公司', 'corcode': '91110116MA01BG634R', 'cid': '002105291241611955'}
{'cname': '北京鸿博建设集团股份有限公司', 'corcode': '91110302059259594U', 'cid': '002105291241611956'}
{'cname': '北京瑞基斯德建设工程有限公司', 'corcode': '91110106799030154J', 'cid': '002105291241602633'}
{'cname': '北京万家安建筑劳务有限公司', 'corcode': '91110109599640847E', 'cid': '002105291241602634'}
{'cname': '北京华盈恒信建筑装饰工程有限公司', 'corcode': '91110101597728335P', 'cid': '002105291241602635'}
{'cname': '北京开元晟业建筑工程有限公司', 'corcode': '91110111MA01ABC17Y', 'cid': '002105291241602061'}
{'cname': '北京峰晟凌云机电工程有限公司', 'corcode': '911101116869486477', 'cid': '002105291241602676'}
{'cname': '华冉景程建设（北京）有限公司', 'corcode': '9111010575964109X6', 'cid': '002105291241602064'}
{'cname': '倍杰特集团股份有限公司', 'corcode': '911101157667548264', 'cid': '002105291241612256'}
{'cname': '北京开利北方建筑工程有限公司', 'corcode': '91110115584455366C', 'cid': '002105291241590427'}
{'cname': '北京桦琩森贸工程技术发展有限公司', 'corcode': '91110115071739304P', 'cid': '002105291241590428'}
{'cname': '北京华亿金宸建筑安装工程有限公司', 'corcode': '91110106785542239X', 'cid': '002105291241590429'}
{'cname': '北京市双丰建设集团有限公司', 'corcode': '91110106102127125X', 'cid': '002105291241590430'}
{'cname': '北京聚盛装饰装潢有限公司', 'corcode': '91110117718766021C', 'cid': '002105291241590431'}
{'cname': '银顿建设（北京）有限公司', 'corcode': '91110304MA0181B128', 'cid': '002105291312913678'}
{'cname': '中基恒业（北京）建筑工程有限公司', 'corcode': '911101097699469705', 'cid': '002105291312909852'}
{'cname': '北京德馨隆建筑装饰工程有限公司', 'corcode': '91110116MA008KQU6T', 'cid': '002105291312906283'}
{'cname': '北京鼎信东方科技有限公司', 'corcode': '9111011479598783X0', 'cid': '002105291312910192'}
{'cname': '北京中煤地地球物理勘探研究院有限责任公司', 'corcode': '91110106562119898N', 'cid': '002105291312910898'}
{'cname': '北京定远建筑工程有限公司', 'corcode': '91110109MA01R5R35H', 'cid': '002105291306896557'}
{'cname': '中筑金安（北京）建筑工程有限公司', 'corcode': '91110109MA01TFJU3C', 'cid': '002105291312910902'}
{'cname': '北京益翔建筑工程有限公司', 'corcode': '91110109MA01UU6F4D', 'cid': '002105291312910905'}
{'cname': '北京诺信洁通科技有限公司', 'corcode': '911101140649093286', 'cid': '002105291312912651'}
{'cname': '北京勇顺艺霖环境工程有限公司', 'corcode': '91110113318012669E', 'cid': '002105291312911241'}
{'cname': '北京中鑫宝城建筑工程有限公司', 'corcode': '91110109MA01RLE87T', 'cid': '002105291306897585'}
{'cname': '北京建和隆林环保科技有限公司', 'corcode': '91110115MA01GMFL2L', 'cid': '002105291306897591'}
{'cname': '北京恒泰隆公路工程有限责任公司', 'corcode': '91110113757725775P', 'cid': '002105291306893427'}
{'cname': '北京益源防腐保温工程有限公司', 'corcode': '91110111318106315N', 'cid': '002105291312912652'}
{'cname': '北京惠丰恒业建筑工程有限责任公司', 'corcode': '911101145636578904', 'cid': '002105291306893442'}
{'cname': '北京市九方弘业建筑工程有限责任公司', 'corcode': '91110111590682223F', 'cid': '002105291240470744'}
{'cname': '北京通联地基基础工程有限公司', 'corcode': '91110112700346774W', 'cid': '002105291240470746'}
{'cname': '北京凯莹装饰工程有限公司', 'corcode': '911101057899810013', 'cid': '002105291240470747'}
{'cname': '北京市盛昌宏达装饰公司', 'corcode': '91110105101746098U', 'cid': '002105291240478749'}
{'cname': '北京豫安辛伏建筑劳务有限公司', 'corcode': '91110114599639627H', 'cid': '002105291240478750'}
{'cname': '北京赛德伟业空调有限公司', 'corcode': '91110102102317092R', 'cid': '002105291240478751'}
{'cname': '北京中汇科环能源技术有限公司', 'corcode': '911103025906517260', 'cid': '002105291240478752'}
{'cname': '北京安荣市政工程有限公司', 'corcode': '91110102743332065X', 'cid': '002105291240478753'}
{'cname': '北京悫信建功建筑机械有限公司', 'corcode': '9111010271779096X8', 'cid': '002105291240478754'}
{'cname': '北京福昌隆建设有限公司', 'corcode': '911101095938351688', 'cid': '002105291240478755'}
{'cname': '北京天祚市政工程有限公司', 'corcode': '91110116061322484D', 'cid': '002105291240478756'}
{'cname': '北京携友电力工程有限公司', 'corcode': '91110109736489478G', 'cid': '002105291240478757'}
{'cname': '北京昊隆兴泽建筑工程有限公司', 'corcode': '91110111306382195B', 'cid': '002105291240477704'}
{'cname': '北京众森力拓建筑有限公司', 'corcode': '911103040613272189', 'cid': '002105291240477705'}
{'cname': '北京鑫捷顺建筑工程有限公司', 'corcode': '91110111678762834H', 'cid': '002105291240477706'}
{'cname': '中广益轩（北京）建设发展有限公司', 'corcode': '91110117MA01Y4JN39', 'cid': '002105291328056927'}
{'cname': '中海中汇（北京）建设集团有限公司', 'corcode': '91110117MA01W1582Q', 'cid': '002105291328057271'}
{'cname': '中浩环保股份有限公司', 'corcode': '91110109MA01W87P3N', 'cid': '002105291328071056'}
{'cname': '北京步昊泽通建设工程有限公司', 'corcode': '91110109MA01RGNH4B', 'cid': '002105291328071063'}
{'cname': '北京中谊建设安装工程有限公司', 'corcode': '91110106664646058B', 'cid': '002105291328057620'}
{'cname': '北京华奥瑞鑫装饰工程有限公司', 'corcode': '91110112674291596M', 'cid': '002105291328057629'}
{'cname': '北京金信建筑工程有限公司', 'corcode': '91110109MA019TUE1P', 'cid': '002105291328057631'}
{'cname': '北京中隆兴建建筑工程有限公司', 'corcode': '91110114MA01XCXK4E', 'cid': '002105291328052442'}
{'cname': '北京方大建筑工程有限公司', 'corcode': '91110114MA01YUJD2P', 'cid': '002105291328052443'}
{'cname': '北京富邦兴业石化科技有限公司', 'corcode': '91110304330406847W', 'cid': '002105291328052444'}
{'cname': '北京昕晟伟业机械设备租赁有限公司', 'corcode': '91110117MA01X4Q39J', 'cid': '002105291328053819'}
{'cname': '智强通达科技（北京）有限公司', 'corcode': '91110108327134369J', 'cid': '002105291328053831'}
{'cname': '北京新建伟业建设工程有限公司', 'corcode': '91110117MA01X68F8F', 'cid': '002105291328053832'}
{'cname': '北京万益联迅科技有限公司', 'corcode': '91110109MA01R1WD89', 'cid': '002105291328055561'}
{'cname': '源广迅达（北京）建筑工程有限公司', 'corcode': '91110109MA01T5K230', 'cid': '002105291328060642'}
{'cname': '北京宜鹏腾飞建筑劳务有限公司', 'corcode': '91110109MA01QX4565', 'cid': '002105291258793175'}
{'cname': '北京九洲鑫达设备安装有限公司', 'corcode': '91110111MA01N8M48F', 'cid': '002105291258791732'}
{'cname': '北京通开电力设备安装有限公司', 'corcode': '911101128024384851', 'cid': '002105291258793185'}
{'cname': '北京海枫国际展览展示工程有限公司', 'corcode': '91110109MA01MGE001', 'cid': '002105291258803319'}
{'cname': '北京鑫隆昌达建设工程有限公司', 'corcode': '91110111MA01QX9A9U', 'cid': '002105291258803325'}
{'cname': '北京宏信利建筑工程有限公司', 'corcode': '91110109MA01P5WE6H', 'cid': '002105291258803326'}
{'cname': '北京铭辰建筑工程有限公司', 'corcode': '91110109MA01RAN17Q', 'cid': '002105291258803327'}
{'cname': '北京旭宸建筑工程有限公司', 'corcode': '91110111MA01QLQQ52', 'cid': '002105291258803328'}
{'cname': '北京中固华成建筑工程有限公司', 'corcode': '91110113MA01QWUY63', 'cid': '002105291258786737'}
{'cname': '北京福海世佳建筑工程有限公司', 'corcode': '91110109096065203L', 'cid': '002105291258786738'}
{'cname': '北京怀宏园林绿化有限公司', 'corcode': '91110116MA0032XJ46', 'cid': '002105291258786739'}
{'cname': '北京城雄建设工程有限公司', 'corcode': '91110109MA01C9TL4X', 'cid': '002105291258786756'}
{'cname': '北京永泰升科技有限公司', 'corcode': '911101133271660375', 'cid': '002105291258791733'}
{'cname': '北京兴锦建设工程有限公司', 'corcode': '91110109MA01QTDA3E', 'cid': '002105291258803316'}
{'cname': '北京融昌嘉业建设工程有限公司', 'corcode': '91110111MA01QRB973', 'cid': '002105291258803330'}
{'cname': '北京星华盛世建筑工程有限公司', 'corcode': '91110115MA028N3E9U', 'cid': '002107141920143193'}
{'cname': '中威鸿城（北京）建设有限公司', 'corcode': '91110117MA021CPY4W', 'cid': '002107141920143194'}
{'cname': '北京艺博汉通文化发展有限公司', 'corcode': '911101056723795786', 'cid': '002108241905173051'}
{'cname': '尚臣科技有限公司', 'corcode': '91110106787783239M', 'cid': '002105291241603657'}
{'cname': '中浩宏伟（北京）建筑工程有限公司', 'corcode': '91110109MA020QC49F', 'cid': '002108031923160265'}
{'cname': '北京唐吉云才建设工程有限公司', 'corcode': '91110109MA020WXT31', 'cid': '002108031923160266'}
{'cname': '北京华清佳业工程技术有限公司', 'corcode': '91110105MA01L4MN1A', 'cid': '002107211912151005'}
{'cname': '北京兰诚集建集团有限责任公司', 'corcode': '91110302MA01PAMU7K', 'cid': '002107211912151006'}
{'cname': '君合顺祥（北京）建筑工程有限公司', 'corcode': '91110117MA020U1G8J', 'cid': '002107281913156194'}
{'cname': '北京鼎圣沣平建筑工程有限公司', 'corcode': '91110117MA028K1C1W', 'cid': '002107281913156195'}
{'cname': '北京欣亿发建筑工程有限公司', 'corcode': '91110117MA020FF05H', 'cid': '002107281913156196'}
{'cname': '北京顺驰领航工程有限公司', 'corcode': '91110117MA028K0233', 'cid': '002107281913156199'}
{'cname': '中悦鑫瑞（北京）建设有限公司', 'corcode': '91110117MA020X6M7F', 'cid': '002107281913156200'}
{'cname': '北京华宇建安建筑劳务有限公司', 'corcode': '91110117MA020TKC3X', 'cid': '002107281913156201'}
{'cname': '北京建宜建设发展有限公司', 'corcode': '91110117MA021DU43W', 'cid': '002107281913156202'}
{'cname': '北京住帮建设工程有限公司', 'corcode': '91110111MABWU0UB0N', 'cid': '002209292027401269'}
{'cname': '北京国电瑞恒科技有限公司', 'corcode': '91110108560385105B', 'cid': '002209292027401256'}
{'cname': '中咨数据有限公司', 'corcode': '91110108MA008H146F', 'cid': '002209292027401257'}
{'cname': '北京晨曦博睿建筑工程有限公司', 'corcode': '91110111MA01PLXL3C', 'cid': '002209292027401259'}
{'cname': '北京恒通达远建筑工程有限公司', 'corcode': '91110111MABTEH6N22', 'cid': '002209292027401270'}
{'cname': '北京盛通恒昌装饰工程有限公司', 'corcode': '91110111MABUWN8H18', 'cid': '002209292027401272'}
{'cname': '北京三平桐益衡科技有限公司', 'corcode': '91110108MA0071FQ68', 'cid': '002210152013410405'}
{'cname': '北京云勤物业管理有限责任公司', 'corcode': '91110108X00382782T', 'cid': '002210152013410407'}
{'cname': '北京胜辉建材科技有限公司', 'corcode': '91110302397625526Y', 'cid': '002210152013410408'}
{'cname': '北京安科腐蚀技术有限公司', 'corcode': '911101146892101703', 'cid': '002210152013410409'}
{'cname': '北京新冶联合科技有限公司', 'corcode': '9111010869770199XQ', 'cid': '002210152013410410'}
{'cname': '北京东方京海电子科技有限公司', 'corcode': '91110108700241497P', 'cid': '002210152013410411'}
{'cname': '北京沃尔升建筑工程有限公司', 'corcode': '91110107MA01JATE8W', 'cid': '002210092158404335'}
{'cname': '北京金车光电标识科技有限公司', 'corcode': '911101057635393467', 'cid': '002210152013410404'}
{'cname': '北京博汇耀驰建筑工程有限公司', 'corcode': '91110109MA7KFY1X9H', 'cid': '002210092158404338'}
{'cname': '戎辉（北京）工程建设有限公司', 'corcode': '91110117MA029REW2D', 'cid': '002106171904113302'}
{'cname': '北京启兴远帆建设工程有限公司', 'corcode': '91110117MA0214NL30', 'cid': '002106031902103665'}
{'cname': '北京恒昌丰源建筑工程有限公司', 'corcode': '91110109MA020PUAXH', 'cid': '002106031902103668'}
{'cname': '北京四方正通装饰工程有限公司', 'corcode': '91110109317962398C', 'cid': '002106031902103666'}
{'cname': '北京众源宏达市政工程有限公司', 'corcode': '91110112MA0204W2X0', 'cid': '002106031902103667'}
{'cname': '北京骏翔建筑工程有限公司', 'corcode': '91110117MA028LQ21C', 'cid': '002106171904113303'}
{'cname': '北京宏琛建筑工程有限公司', 'corcode': '91110109MA020PT87M', 'cid': '002106171904113305'}
{'cname': '北京科腾创实建筑工程有限公司', 'corcode': '91110109MA020JGC07', 'cid': '002106171904113306'}
{'cname': '中云世源（北京）建设工程有限公司', 'corcode': '91110109MA01YWYQXT', 'cid': '002106031902103669'}
{'cname': '中润嘉旭（北京）建设有限公司', 'corcode': '91110109MA020WAE4U', 'cid': '002106171904113307'}
{'cname': '北京中顺华阳建设工程有限公司', 'corcode': '91110109MA020NR54C', 'cid': '002106171904113308'}
{'cname': '北京润帆装饰工程有限公司', 'corcode': '91110109MA018EGCXF', 'cid': '002106031902103670'}
{'cname': '北京中坤潮建设有限公司', 'corcode': '91110109MA020W1G3P', 'cid': '002106171904113309'}
{'cname': '金茂云科技服务（北京）有限公司', 'corcode': '91110106MA04F57Q3R', 'cid': '002203262009291950'}
{'cname': '见达（北京）工程有限公司', 'corcode': '91110109MA01RTQJ53', 'cid': '002106031902103671'}
{'cname': '北京弘瑜胜饰建设工程有限公司', 'corcode': '91110109MABQQ85Q9F', 'cid': '002207302019361601'}
{'cname': '净工（北京）科技有限公司', 'corcode': '91110109MA7L9D2069', 'cid': '002207302019361602'}
{'cname': '南宫汇（北京）建设工程有限责任公司', 'corcode': '91110109MA7FP15D0X', 'cid': '002207302019361604'}
{'cname': '北京亿升欣安工程有限公司', 'corcode': '91110109MA7HM9GT95', 'cid': '002207302019361605'}
{'cname': '北京鸿泰津缆建筑工程有限公司', 'corcode': '91110109MA7HX5CEX1', 'cid': '002207302019361606'}
{'cname': '中云信智控股集团有限公司', 'corcode': '91110105MA7C1EPW55', 'cid': '002207302020361617'}
{'cname': '北京花开富贵建筑工程有限公司', 'corcode': '91110111MA002KA309', 'cid': '002207302019361607'}
{'cname': '北京涌溢建设有限公司', 'corcode': '91110112694975514T', 'cid': '002207302020361610'}
{'cname': '北京博宇通达科技有限公司', 'corcode': '911101067802270530', 'cid': '002207302020361611'}
{'cname': '国环嘉华（北京）建设有限公司', 'corcode': '91110109MA7KLPYK04', 'cid': '002207302020361618'}
{'cname': '北京丰康科技有限公司', 'corcode': '91110106MA7FGKWH8X', 'cid': '002205262022324011'}
{'cname': '天恒安迅（北京）科技有限公司', 'corcode': '91110106MA7GGXKX95', 'cid': '002205262022324012'}
{'cname': '北京彩地建设工程有限公司', 'corcode': '91110109MA7JT4FM1N', 'cid': '002205312010326577'}
{'cname': '中海安祥（北京）建设有限公司', 'corcode': '91110109MA04G1270Q', 'cid': '002206172012335363'}
{'cname': '北京中凯海纳建筑工程有限公司', 'corcode': '91110109MA7LBU9AX7', 'cid': '002206172012335364'}
{'cname': '北京欧派优家装饰有限公司', 'corcode': '91110105589077763W', 'cid': '002106191904115301'}
{'cname': '北京鸿昊华康建筑工程技术有限公司', 'corcode': '91110109MA020J2H23', 'cid': '002106191904115302'}
{'cname': '北京常营建设集团有限公司', 'corcode': '91110116MA01CXLL90', 'cid': '002105291248696177'}
{'cname': '拓必达（北京）建设工程有限公司', 'corcode': '91110117MA01YQL75U', 'cid': '002107011914128742'}
{'cname': '北京森洋远航建筑装饰有限公司', 'corcode': '91110109MA020TNL6X', 'cid': '002106241904120488'}
{'cname': '中晟泰（北京）设计有限公司', 'corcode': '91110109MA0210PM37', 'cid': '002106241904120497'}
{'cname': '欧必翼太赫兹科技（北京）有限公司', 'corcode': '91110302MA00F7M918', 'cid': '002106241904120499'}
{'cname': '北京青鹄信息科技有限公司', 'corcode': '91110108579032553N', 'cid': '002106241904120500'}
{'cname': '中息建设（北京）有限公司', 'corcode': '91110109MA01X5NY6E', 'cid': '002105291328023405'}
{'cname': '北京北越金恒电力工程有限公司', 'corcode': '91110111MA01KE6G4E', 'cid': '002106261905123127'}
{'cname': '北京众信创展新型建材有限公司', 'corcode': '911102280977197237', 'cid': '002106261905123128'}
{'cname': '北京优力可科技有限公司', 'corcode': '91110106MA00BLQN8T', 'cid': '002203262009291947'}
{'cname': '北京中承伟业建筑工程有限公司', 'corcode': '91110113MA0214427R', 'cid': '002203262009291948'}
{'cname': '启建智工（北京）建设有限公司', 'corcode': '91110117MA020QQH44', 'cid': '002107011914128761'}
{'cname': '易草（北京）生态环境有限公司', 'corcode': '91110108MA01MT5U40', 'cid': '002107011914128776'}
{'cname': '北京中周装饰有限公司', 'corcode': '911101150955727483', 'cid': '002203161815285396'}
{'cname': '北京左度数字技术有限公司', 'corcode': '91110108690817914D', 'cid': '002203052006281086'}
{'cname': '北京世纪东方国铁科技股份有限公司', 'corcode': '911101067454558431', 'cid': '002203292010293008'}
{'cname': '北京晟峰朗益装饰工程有限公司', 'corcode': '91110105067317002U', 'cid': '002202151502273049'}
{'cname': '北京远大鼎盛建筑工程有限公司', 'corcode': '91110114MA04GN6GXH', 'cid': '002112261919245003'}
{'cname': '北京健明建筑工程有限公司', 'corcode': '91110113MA01FW680W', 'cid': '002112261919245004'}
{'cname': '中成天恒（北京）科技有限公司', 'corcode': '91110106MA0218WY8T', 'cid': '002112261919245005'}
{'cname': '中海新科（北京）工程有限公司', 'corcode': '91110109MA01YCE64C', 'cid': '002112261919245007'}
{'cname': '北京汇力智能科技有限公司', 'corcode': '91110106MA00H6KB3W', 'cid': '002112261919245016'}
{'cname': '北京亦庄安捷物联科技有限公司', 'corcode': '91110302MA01PNWQ3J', 'cid': '002112261919245017'}
{'cname': '北京中创嘉和建设有限公司', 'corcode': '91110106MA0218LBXT', 'cid': '002112261919245018'}
{'cname': '北京新东正阳电子有限公司', 'corcode': '91110112769924587H', 'cid': '002202151502273031'}
{'cname': '北京力控元通科技有限公司', 'corcode': '91110108573200704A', 'cid': '002201222018264160'}
{'cname': '北京驷马装饰工程有限公司', 'corcode': '91110109MA01R51J09', 'cid': '002201222018264161'}
{'cname': '北京洞建工程科技有限公司', 'corcode': '91110115MA04D0RK7L', 'cid': '002202151457272748'}
{'cname': '北京恒璟装饰工程有限公司', 'corcode': '91110117MA7NHQ9X1L', 'cid': '002208262015378735'}
{'cname': '北矿机电科技有限责任公司', 'corcode': '91110000717828155K', 'cid': '002208252028377496'}
{'cname': '建研防火科技有限公司', 'corcode': '91110000MA01QHNG3F', 'cid': '002208252029377502'}
{'cname': '北京春有建筑劳务有限公司', 'corcode': '91110118MABRF1NM2J', 'cid': '002208252029377517'}
{'cname': '航天神舟智慧系统技术有限公司', 'corcode': '91110108633616841B', 'cid': '002208252029377518'}
{'cname': '北京博伟伟业科技有限责任公司', 'corcode': '9111010876216743XN', 'cid': '002208252029377519'}
{'cname': '北京恒信万通通信技术有限公司', 'corcode': '91110108780224805M', 'cid': '002208252029377520'}
{'cname': '京华正道（北京）科技有限公司', 'corcode': '91110106MABM4J6T68', 'cid': '002209262017398322'}
{'cname': '中铭联合科技（北京）有限公司', 'corcode': '91110106585838588M', 'cid': '002209262017398323'}
{'cname': '北京泰宝隆能源科技有限公司', 'corcode': '9111011267058958XW', 'cid': '002209262017398328'}
{'cname': '北京东方国凯工业装备有限公司', 'corcode': '91110106746741999P', 'cid': '002209262017398329'}
{'cname': '北京豪尔赛智慧城域科技有限公司', 'corcode': '91110106MA04GFTQ6Y', 'cid': '002209262017398330'}
{'cname': '北京沧海装饰工程有限公司', 'corcode': '91110109MABT2JCL4N', 'cid': '002209192048392670'}
{'cname': '北京永丰恒运建筑装饰工程有限公司', 'corcode': '91110106MABRBAMD5K', 'cid': '002209212110394180'}
{'cname': '北京中盈盛世建筑装饰工程有限公司', 'corcode': '91110113MA01GLTL9L', 'cid': '002209212110394182'}
{'cname': '北京中建元亨建筑装饰工程有限公司', 'corcode': '91110116MA004MTU9Y', 'cid': '002105291240501384'}
{'cname': '北京伟创艺术装饰有限公司', 'corcode': '91110105802861398G', 'cid': '002105291240513075'}
{'cname': '北京东日中天科技发展有限公司', 'corcode': '9111011166370464XK', 'cid': '002105291240511531'}
{'cname': '北京福润建筑装饰工程有限公司', 'corcode': '911101051011703673', 'cid': '002105291240511532'}
{'cname': '北京隆昌达电力工程有限公司', 'corcode': '911101126977332463', 'cid': '002105291240511533'}
{'cname': '北京中永维机电设备安装有限公司', 'corcode': '911101137802304556', 'cid': '002105291240511534'}
{'cname': '中航盛世（北京）建筑装饰工程有限公司', 'corcode': '91110102735119651T', 'cid': '002105291240511535'}
